[I 210513 14:01:26 main:117] Model name: dimenet
[I 210513 14:01:26 main:118] Model params: {'emb_size': 128, 'num_blocks': 6, 'num_bilinear': 8, 'num_spherical': 7, 'num_radial': 6, 'envelope_exponent': 5, 'cutoff': 4.0, 'num_before_skip': 1, 'num_after_skip': 2, 'num_dense_output': 3, 'targets': ['Energy']}
[I 210513 14:01:26 main:119] Train params: {'num_train': 1673, 'num_valid': 418, 'data_seed': 42, 'lr': 0.001, 'weight_decay': 0.0001, 'ema_decay': 0, 'batch_size': 10, 'epochs': 300, 'early_stopping': 20, 'num_workers': 12, 'gpu': 0, 'interval': 10, 'step_size': 30, 'gamma': 0.3}
[I 210513 14:01:26 main:127] Loading Data Set
[I 210513 14:01:32 main:139] Size of Training Set: 1673
[I 210513 14:01:32 main:140] Size of Validation Set: 418
[I 210513 14:01:32 main:141] Size of Test Set: 519
[I 210513 14:01:32 main:167] Loading Model
[I 210513 14:02:27 main:221] EMA Init
[I 210513 14:02:27 main:228] Training
[I 210513 17:08:38 main:236] Epoch 190 | Train Loss 0.0434 | Val MAE 0.0639
[I 210513 17:09:33 main:248] Epoch 191 | Train Loss 0.0434
[I 210513 17:10:28 main:248] Epoch 192 | Train Loss 0.0434
[I 210513 17:11:23 main:248] Epoch 193 | Train Loss 0.0434
[I 210513 17:12:18 main:248] Epoch 194 | Train Loss 0.0433
[I 210513 17:13:12 main:248] Epoch 195 | Train Loss 0.0434
[I 210513 17:14:08 main:248] Epoch 196 | Train Loss 0.0433
[I 210513 17:15:01 main:248] Epoch 197 | Train Loss 0.0434
[I 210513 17:15:56 main:248] Epoch 198 | Train Loss 0.0433
[I 210513 17:16:51 main:248] Epoch 199 | Train Loss 0.0433
[I 210513 17:17:52 main:236] Epoch 200 | Train Loss 0.0433 | Val MAE 0.0640
[I 210513 17:18:50 main:248] Epoch 201 | Train Loss 0.0434
[I 210513 17:19:45 main:248] Epoch 202 | Train Loss 0.0433
[I 210513 17:20:40 main:248] Epoch 203 | Train Loss 0.0433
[I 210513 17:21:33 main:248] Epoch 204 | Train Loss 0.0433
[I 210513 17:22:27 main:248] Epoch 205 | Train Loss 0.0433
[I 210513 17:23:21 main:248] Epoch 206 | Train Loss 0.0434
[I 210513 17:24:17 main:248] Epoch 207 | Train Loss 0.0433
[I 210513 17:25:12 main:248] Epoch 208 | Train Loss 0.0433
[I 210513 17:26:05 main:248] Epoch 209 | Train Loss 0.0433
[I 210513 17:27:09 main:236] Epoch 210 | Train Loss 0.0433 | Val MAE 0.0638
[I 210513 17:28:05 main:248] Epoch 211 | Train Loss 0.0432
[I 210513 17:28:57 main:248] Epoch 212 | Train Loss 0.0432
[I 210513 17:29:55 main:248] Epoch 213 | Train Loss 0.0432
[I 210513 17:30:47 main:248] Epoch 214 | Train Loss 0.0432
[I 210513 17:31:40 main:248] Epoch 215 | Train Loss 0.0432
[I 210513 17:32:35 main:248] Epoch 216 | Train Loss 0.0432
[I 210513 17:33:31 main:248] Epoch 217 | Train Loss 0.0432
[I 210513 17:34:27 main:248] Epoch 218 | Train Loss 0.0432
[I 210513 17:35:21 main:248] Epoch 219 | Train Loss 0.0432
[I 210513 17:36:27 main:236] Epoch 220 | Train Loss 0.0432 | Val MAE 0.0639
[I 210513 17:37:21 main:248] Epoch 221 | Train Loss 0.0432
[I 210513 17:38:15 main:248] Epoch 222 | Train Loss 0.0432
[I 210513 17:39:09 main:248] Epoch 223 | Train Loss 0.0432
[I 210513 17:40:01 main:248] Epoch 224 | Train Loss 0.0432
[I 210513 17:40:55 main:248] Epoch 225 | Train Loss 0.0432
[I 210513 17:41:49 main:248] Epoch 226 | Train Loss 0.0432
[I 210513 17:42:43 main:248] Epoch 227 | Train Loss 0.0432
[I 210513 17:43:40 main:248] Epoch 228 | Train Loss 0.0432
[I 210513 17:44:36 main:248] Epoch 229 | Train Loss 0.0432
[I 210513 17:45:38 main:236] Epoch 230 | Train Loss 0.0432 | Val MAE 0.0638
[I 210513 17:46:31 main:248] Epoch 231 | Train Loss 0.0432
[I 210513 17:47:26 main:248] Epoch 232 | Train Loss 0.0432
[I 210513 17:48:22 main:248] Epoch 233 | Train Loss 0.0432
[I 210513 17:49:16 main:248] Epoch 234 | Train Loss 0.0432
[I 210513 17:50:09 main:248] Epoch 235 | Train Loss 0.0432
[I 210513 17:51:02 main:248] Epoch 236 | Train Loss 0.0432
[I 210513 17:51:55 main:248] Epoch 237 | Train Loss 0.0432
[I 210513 17:52:51 main:248] Epoch 238 | Train Loss 0.0432
[I 210513 17:53:48 main:248] Epoch 239 | Train Loss 0.0432
[I 210513 17:54:50 main:236] Epoch 240 | Train Loss 0.0432 | Val MAE 0.0639
[I 210513 17:55:43 main:248] Epoch 241 | Train Loss 0.0431
[I 210513 17:56:36 main:248] Epoch 242 | Train Loss 0.0431
[I 210513 17:57:31 main:248] Epoch 243 | Train Loss 0.0432
[I 210513 17:58:25 main:248] Epoch 244 | Train Loss 0.0431
[I 210513 17:59:21 main:248] Epoch 245 | Train Loss 0.0431
[I 210513 18:00:14 main:248] Epoch 246 | Train Loss 0.0431
[I 210513 18:01:10 main:248] Epoch 247 | Train Loss 0.0431
[I 210513 18:02:07 main:248] Epoch 248 | Train Loss 0.0431
[I 210513 18:03:01 main:248] Epoch 249 | Train Loss 0.0431
[I 210513 18:04:06 main:236] Epoch 250 | Train Loss 0.0431 | Val MAE 0.0638
[I 210513 18:05:01 main:248] Epoch 251 | Train Loss 0.0431
[I 210513 18:05:58 main:248] Epoch 252 | Train Loss 0.0431
[I 210513 18:06:52 main:248] Epoch 253 | Train Loss 0.0431
[I 210513 18:07:48 main:248] Epoch 254 | Train Loss 0.0431
[I 210513 18:08:44 main:248] Epoch 255 | Train Loss 0.0431
[I 210513 18:09:38 main:248] Epoch 256 | Train Loss 0.0431
[I 210513 18:10:33 main:248] Epoch 257 | Train Loss 0.0431
[I 210513 18:11:29 main:248] Epoch 258 | Train Loss 0.0431
[I 210513 18:12:23 main:248] Epoch 259 | Train Loss 0.0431
[I 210513 18:13:28 main:236] Epoch 260 | Train Loss 0.0431 | Val MAE 0.0638
[I 210513 18:14:21 main:248] Epoch 261 | Train Loss 0.0431
[I 210513 18:15:18 main:248] Epoch 262 | Train Loss 0.0431
[I 210513 18:16:16 main:248] Epoch 263 | Train Loss 0.0431
[I 210513 18:17:12 main:248] Epoch 264 | Train Loss 0.0431
[I 210513 18:18:06 main:248] Epoch 265 | Train Loss 0.0431
[I 210513 18:19:01 main:248] Epoch 266 | Train Loss 0.0431
[I 210513 18:19:59 main:248] Epoch 267 | Train Loss 0.0431
